record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,units_sold,store_encoded,lag_1,lag_2,lag_5,lag_19,ma_1,ma_2,ma_4
295,2011-01-17,8400,216418,97.6125,97.6125,0,0,44,51.212341683577264,51.0,98.0,18.0,113.0,51.0,74.5,74.25
190,2011-01-17,8218,216418,83.3625,82.65,0,1,49,29.236945124656536,44.0,51.0,118.0,142.0,44.0,47.5,55.75
407,2011-01-17,8869,216418,98.325,112.575,0,1,98,74.85135713877665,49.0,44.0,30.0,82.0,49.0,46.5,60.5
168,2011-01-17,8121,216418,84.075,84.075,0,0,61,35.49622990422649,98.0,49.0,98.0,27.0,98.0,73.5,60.5
120,2011-01-17,8058,216418,98.325,98.325,0,0,104,52.747142083953975,61.0,98.0,51.0,61.0,61.0,79.5,63.0
93,2011-01-17,8023,216418,98.325,88.35,0,1,233,108.57915569600668,104.0,61.0,44.0,113.0,104.0,82.5,78.0
68,2011-01-17,8063,216418,82.65,82.65,0,1,48,34.72184306183497,233.0,104.0,49.0,239.0,233.0,168.5,124.0
42,2011-01-17,8094,216418,87.6375,87.6375,0,1,109,41.824951684009676,48.0,233.0,98.0,89.0,48.0,140.5,111.5
17,2011-01-17,8095,216418,99.0375,99.0375,0,0,99,81.7294635650552,109.0,48.0,61.0,48.0,109.0,78.5,123.5
869,2011-01-17,9425,216418,84.7875,76.95,0,1,52,29.36884909708633,99.0,109.0,104.0,181.0,99.0,104.0,122.25
143,2011-01-17,8222,216418,97.6125,97.6125,0,0,101,84.39157377436744,52.0,99.0,233.0,22.0,52.0,75.5,77.0
431,2011-01-17,8991,216418,84.075,84.075,0,0,78,45.17642066392317,101.0,52.0,48.0,11.0,101.0,76.5,90.25
273,2011-01-17,8398,216418,98.325,98.325,0,0,103,60.53535694518055,78.0,101.0,109.0,26.0,78.0,89.5,82.5
831,2011-01-17,9430,216418,99.0375,99.0375,0,0,39,49.08922354915627,103.0,78.0,99.0,50.0,103.0,90.5,83.5
456,2011-01-17,8911,216418,83.3625,83.3625,0,0,42,32.514953462734084,39.0,103.0,52.0,18.0,39.0,71.0,80.25
813,2011-01-17,9442,216418,98.325,98.325,0,0,70,43.28977931921328,42.0,39.0,101.0,118.0,42.0,40.5,65.5
794,2011-01-17,9371,216418,99.0375,111.8625,0,1,89,43.33611416130314,70.0,42.0,78.0,30.0,70.0,56.0,63.5
771,2011-01-17,9328,216418,86.2125,87.6375,0,1,83,34.08485398858527,89.0,70.0,103.0,98.0,89.0,79.5,60.0
749,2011-01-17,9281,216418,84.075,86.925,0,1,39,32.66429116188589,83.0,89.0,39.0,51.0,83.0,86.0,71.0
704,2011-01-17,9273,216418,69.825,66.2625,0,1,79,44.0638098768896,39.0,83.0,42.0,44.0,39.0,61.0,70.25
678,2011-01-17,9250,216418,99.0375,99.0375,0,1,237,71.8170329798352,79.0,39.0,70.0,49.0,79.0,59.0,72.5
727,2011-01-17,9279,216418,83.3625,78.375,0,1,73,41.140205384772855,237.0,79.0,89.0,98.0,237.0,158.0,109.5
597,2011-01-17,9164,216418,98.325,70.5375,0,1,105,58.0993909465161,73.0,237.0,83.0,61.0,73.0,155.0,107.0
574,2011-01-17,9147,216418,98.325,98.325,0,0,89,60.86912367149599,105.0,73.0,39.0,104.0,105.0,89.0,123.5
528,2011-01-17,9112,216418,98.325,98.325,0,0,180,93.19892106185144,89.0,105.0,79.0,233.0,89.0,97.0,126.0
507,2011-01-17,9092,216418,84.075,84.075,0,0,60,35.63969008733072,180.0,89.0,237.0,48.0,180.0,134.5,111.75
486,2011-01-17,9043,216418,98.325,91.9125,0,1,66,43.34529687636812,60.0,180.0,73.0,109.0,60.0,120.0,108.5
659,2011-01-17,9221,216418,87.6375,86.2125,0,1,61,34.14314893234168,66.0,60.0,105.0,99.0,66.0,63.0,98.75
2841,2011-01-24,9713,216418,99.0375,112.575,0,1,113,57.06663825362528,61.0,66.0,89.0,52.0,61.0,63.5,91.75
2736,2011-01-24,9611,216418,97.6125,97.6125,0,0,185,79.56967794649705,113.0,61.0,180.0,101.0,113.0,87.0,75.0
2828,2011-01-24,9700,216418,99.0375,99.0375,0,0,9,20.285213833785264,185.0,113.0,60.0,78.0,185.0,149.0,106.25
2809,2011-01-24,9680,216418,69.1125,84.075,1,0,22,31.286028507270373,9.0,185.0,66.0,103.0,9.0,97.0,92.0
2789,2011-01-24,9632,216418,68.4,84.075,1,1,57,32.84276452816815,22.0,9.0,61.0,39.0,22.0,15.5,82.25
2761,2011-01-24,9613,216418,98.325,112.575,0,1,280,83.27060874374513,57.0,22.0,113.0,42.0,57.0,39.5,68.25
2716,2011-01-24,9672,216418,98.325,98.325,0,0,51,61.173668956708575,280.0,57.0,185.0,70.0,280.0,168.5,92.0
2567,2011-01-24,9456,216418,69.825,84.075,1,1,82,33.974717686209225,51.0,280.0,9.0,89.0,51.0,165.5,102.5
2674,2011-01-24,9532,216418,69.825,89.0625,1,0,101,44.205857630835375,82.0,51.0,22.0,83.0,82.0,66.5,117.5
2653,2011-01-24,9498,216418,70.5375,84.075,1,1,108,49.99685050608764,101.0,82.0,57.0,39.0,101.0,91.5,128.5
2633,2011-01-24,9490,216418,69.825,88.35,1,1,126,35.46659758692707,108.0,101.0,280.0,79.0,108.0,104.5,85.5
2609,2011-01-24,9481,216418,98.325,98.325,0,1,122,89.48945843039279,126.0,108.0,51.0,237.0,126.0,117.0,104.25
2587,2011-01-24,9479,216418,70.5375,87.6375,1,1,171,40.71132100598713,122.0,126.0,82.0,73.0,122.0,124.0,114.25
2863,2011-01-24,9731,216418,99.0375,99.0375,0,0,31,42.52807421788554,171.0,122.0,101.0,105.0,171.0,146.5,131.75
2696,2011-01-24,9578,216418,99.0375,98.325,0,1,79,43.861394470249195,31.0,171.0,108.0,89.0,31.0,101.0,112.5
2884,2011-01-24,9745,216418,98.325,99.0375,0,1,108,64.40013176635954,79.0,31.0,126.0,180.0,79.0,55.0,100.75
3254,2011-01-24,9984,216418,70.5375,89.0625,1,0,22,37.85964459782642,108.0,79.0,122.0,60.0,108.0,93.5,97.25
2928,2011-01-24,9789,216418,71.25,88.35,1,1,89,35.976767916860176,22.0,108.0,171.0,66.0,22.0,65.0,60.0
2549,2011-01-24,9436,216418,69.825,85.5,1,1,84,31.535345423314673,89.0,22.0,31.0,61.0,89.0,55.5,74.5
3228,2011-01-24,9961,216418,98.325,99.0375,0,1,126,70.75697612202362,84.0,89.0,79.0,113.0,84.0,86.5,75.75
3186,2011-01-24,9909,216418,99.0375,89.0625,0,1,123,66.38971675222086,126.0,84.0,108.0,185.0,126.0,105.0,80.25
3168,2011-01-24,9890,216418,99.0375,99.0375,0,1,91,59.5497777680628,123.0,126.0,22.0,9.0,123.0,124.5,105.5
3144,2011-01-24,9881,216418,98.325,98.325,0,1,121,65.76389918586939,91.0,123.0,89.0,22.0,91.0,107.0,106.0
3122,2011-01-24,9880,216418,69.825,86.925,1,1,138,45.878055121729744,121.0,91.0,84.0,57.0,121.0,106.0,115.25
2906,2011-01-24,9770,216418,70.5375,82.65,1,0,59,33.549737390492105,138.0,121.0,126.0,280.0,138.0,129.5,118.25
3104,2011-01-24,9879,216418,70.5375,86.925,1,1,94,37.76981050979769,59.0,138.0,123.0,51.0,59.0,98.5,102.25
3062,2011-01-24,9872,216418,70.5375,84.075,1,1,145,54.55350796070519,94.0,59.0,91.0,82.0,94.0,76.5,103.0
3036,2011-01-24,9845,216418,98.325,106.1625,0,1,258,118.25494084386892,145.0,94.0,121.0,101.0,145.0,119.5,109.0
3016,2011-01-24,9809,216418,98.325,98.325,0,0,71,60.820032055466704,258.0,145.0,138.0,108.0,258.0,201.5,139.0
2997,2011-01-24,9837,216418,98.325,97.6125,0,1,64,51.36374895222666,71.0,258.0,59.0,126.0,71.0,164.5,142.0
2969,2011-01-24,9823,216418,98.325,98.325,0,0,174,78.20049288057312,64.0,71.0,94.0,122.0,64.0,67.5,134.5
2948,2011-01-24,9813,216418,68.4,87.6375,1,0,45,36.55610884447787,174.0,64.0,145.0,171.0,174.0,119.0,141.75
3085,2011-01-24,9876,216418,69.825,82.65,1,1,53,40.36172336238569,45.0,174.0,258.0,31.0,45.0,109.5,88.5
2525,2011-01-24,9432,216418,69.825,82.65,1,0,56,33.973376422808286,53.0,45.0,71.0,79.0,53.0,49.0,84.0
2069,2011-01-24,8991,216418,69.825,84.075,1,0,111,45.17642066392317,56.0,53.0,64.0,108.0,56.0,54.5,82.0
2489,2011-01-24,9439,216418,70.5375,84.075,1,1,20,31.15514449683536,111.0,56.0,174.0,22.0,111.0,83.5,66.25
1999,2011-01-24,8555,216418,73.3875,85.5,1,0,36,26.762239973708073,20.0,111.0,45.0,89.0,20.0,65.5,60.0
1975,2011-01-24,8438,216418,69.825,86.925,1,1,196,51.64836111526701,36.0,20.0,53.0,84.0,36.0,28.0,55.75
1953,2011-01-24,8422,216418,70.5375,84.075,1,1,62,43.52645480823405,196.0,36.0,56.0,126.0,196.0,116.0,90.75
1934,2011-01-24,8400,216418,98.325,98.325,0,0,31,51.212341683577264,62.0,196.0,111.0,123.0,62.0,129.0,78.5
1912,2011-01-24,8398,216418,99.75,98.325,0,1,62,60.53535694518055,31.0,62.0,20.0,91.0,31.0,46.5,81.25
1808,2011-01-24,8121,216418,69.825,84.075,1,0,71,35.49622990422649,62.0,31.0,36.0,121.0,62.0,46.5,87.75
2019,2011-01-24,8562,216418,98.325,98.325,0,0,86,65.80678095078778,71.0,62.0,196.0,138.0,71.0,66.5,56.5
1783,2011-01-24,8222,216418,98.325,98.325,0,0,93,84.39157377436744,86.0,71.0,62.0,59.0,86.0,78.5,62.5
1733,2011-01-24,8023,216418,98.325,88.35,0,1,204,108.57915569600668,93.0,86.0,31.0,94.0,93.0,89.5,78.0
1708,2011-01-24,8063,216418,72.675,82.65,1,1,56,34.72184306183497,204.0,93.0,62.0,145.0,204.0,148.5,113.5
1682,2011-01-24,8094,216418,70.5375,87.6375,1,1,180,41.824951684009676,56.0,204.0,71.0,258.0,56.0,130.0,109.75
1657,2011-01-24,8095,216418,98.325,98.325,0,0,112,81.7294635650552,180.0,56.0,86.0,71.0,180.0,118.0,133.25
1641,2011-01-24,8091,216418,99.0375,111.8625,0,0,34,32.822095820490354,112.0,180.0,93.0,64.0,112.0,146.0,138.0
2505,2011-01-24,9425,216418,69.825,76.95,1,1,49,29.36884909708633,34.0,112.0,204.0,174.0,34.0,73.0,95.5
1760,2011-01-24,8058,216418,98.325,98.325,0,0,103,52.747142083953975,49.0,34.0,56.0,45.0,49.0,41.5,93.75
2046,2011-01-24,8869,216418,98.325,112.575,0,0,91,74.85135713877665,103.0,49.0,180.0,53.0,103.0,76.0,74.5
1830,2011-01-24,8218,216418,63.4125,82.65,1,1,99,29.236945124656536,91.0,103.0,112.0,56.0,91.0,97.0,69.25
2094,2011-01-24,8911,216418,69.825,83.3625,1,0,90,32.514953462734084,99.0,91.0,34.0,111.0,99.0,95.0,85.5
2449,2011-01-24,9442,216418,99.0375,99.0375,0,0,40,43.28977931921328,90.0,99.0,49.0,20.0,90.0,94.5,95.75
2430,2011-01-24,9371,216418,98.325,111.8625,0,1,89,43.33611416130314,40.0,90.0,103.0,36.0,40.0,65.0,80.0
2407,2011-01-24,9328,216418,70.5375,87.6375,1,1,169,34.08485398858527,89.0,40.0,91.0,196.0,89.0,64.5,79.5
2385,2011-01-24,9281,216418,68.4,86.925,1,1,131,32.66429116188589,169.0,89.0,99.0,62.0,169.0,129.0,97.0
2363,2011-01-24,9279,216418,69.825,78.375,1,1,105,41.140205384772855,131.0,169.0,90.0,31.0,131.0,150.0,107.25
2340,2011-01-24,9273,216418,69.1125,66.2625,1,1,117,44.0638098768896,105.0,131.0,40.0,62.0,105.0,118.0,123.5
2314,2011-01-24,9250,216418,99.0375,99.0375,0,1,198,71.8170329798352,117.0,105.0,89.0,71.0,117.0,111.0,130.5
2467,2011-01-24,9430,216418,98.325,98.325,0,0,52,49.08922354915627,198.0,117.0,169.0,86.0,198.0,157.5,137.75
2235,2011-01-24,9164,216418,97.6125,70.5375,0,1,85,58.0993909465161,52.0,198.0,131.0,93.0,52.0,125.0,118.0
2212,2011-01-24,9147,216418,98.325,98.325,0,0,80,60.86912367149599,85.0,52.0,105.0,204.0,85.0,68.5,113.0
2166,2011-01-24,9112,216418,98.325,98.325,0,0,164,93.19892106185144,80.0,85.0,117.0,56.0,80.0,82.5,103.75
2145,2011-01-24,9092,216418,70.5375,84.075,1,0,74,35.63969008733072,164.0,80.0,198.0,180.0,164.0,122.0,95.25
2124,2011-01-24,9043,216418,98.325,91.9125,0,1,80,43.34529687636812,74.0,164.0,52.0,112.0,74.0,119.0,100.75
2295,2011-01-24,9221,216418,69.825,86.2125,1,1,107,34.14314893234168,80.0,74.0,85.0,34.0,80.0,77.0,99.5
4502,2011-01-31,9731,216418,99.0375,99.0375,0,0,48,42.52807421788554,107.0,80.0,80.0,49.0,107.0,93.5,106.25
4480,2011-01-31,9713,216418,98.325,112.575,0,1,128,57.06663825362528,48.0,107.0,164.0,103.0,48.0,77.5,77.25
4467,2011-01-31,9700,216418,96.9,96.9,0,0,9,20.285213833785264,128.0,48.0,74.0,91.0,128.0,88.0,90.75
4448,2011-01-31,9680,216418,69.825,84.075,0,1,47,31.286028507270373,9.0,128.0,80.0,99.0,9.0,68.5,73.0
4428,2011-01-31,9632,216418,69.1125,84.075,0,1,29,32.84276452816815,47.0,9.0,107.0,90.0,47.0,28.0,58.0
4400,2011-01-31,9613,216418,98.325,112.575,0,1,264,83.27060874374513,29.0,47.0,48.0,40.0,29.0,38.0,53.25
4375,2011-01-31,9611,216418,98.325,98.325,0,0,170,79.56967794649705,264.0,29.0,128.0,89.0,264.0,146.5,87.25
4292,2011-01-31,9498,216418,70.5375,84.075,0,0,143,49.99685050608764,170.0,264.0,9.0,169.0,170.0,217.0,127.5
4335,2011-01-31,9578,216418,99.0375,98.325,0,1,80,43.861394470249195,143.0,170.0,47.0,131.0,143.0,156.5,151.5
4313,2011-01-31,9532,216418,71.25,89.0625,0,0,47,44.205857630835375,80.0,143.0,29.0,105.0,80.0,111.5,164.25
4272,2011-01-31,9490,216418,71.25,88.35,0,1,108,35.46659758692707,47.0,80.0,264.0,117.0,47.0,63.5,110.0
4248,2011-01-31,9481,216418,98.325,98.325,0,1,104,89.48945843039279,108.0,47.0,170.0,198.0,108.0,77.5,94.5
4226,2011-01-31,9479,216418,70.5375,87.6375,0,1,111,40.71132100598713,104.0,108.0,143.0,52.0,104.0,106.0,84.75
4206,2011-01-31,9456,216418,69.825,84.075,0,1,73,33.974717686209225,111.0,104.0,80.0,85.0,111.0,107.5,92.5
4355,2011-01-31,9672,216418,99.0375,99.0375,0,0,53,61.173668956708575,73.0,111.0,47.0,80.0,73.0,92.0,99.0
4522,2011-01-31,9745,216418,99.0375,99.0375,0,1,106,64.40013176635954,53.0,73.0,108.0,164.0,53.0,63.0,85.25
4890,2011-01-31,9984,216418,67.6875,89.0625,0,0,14,37.85964459782642,106.0,53.0,104.0,74.0,106.0,79.5,85.75
4565,2011-01-31,9789,216418,71.25,88.35,0,1,69,35.976767916860176,14.0,106.0,111.0,80.0,14.0,60.0,61.5
4187,2011-01-31,9436,216418,69.825,85.5,0,1,73,31.535345423314673,69.0,14.0,73.0,107.0,69.0,41.5,60.5
4865,2011-01-31,9961,216418,98.325,99.0375,0,1,135,70.75697612202362,73.0,69.0,53.0,48.0,73.0,71.0,65.5
4823,2011-01-31,9909,216418,99.0375,89.0625,0,1,80,66.38971675222086,135.0,73.0,106.0,128.0,135.0,104.0,72.75
4805,2011-01-31,9890,216418,99.0375,99.0375,0,1,85,59.5497777680628,80.0,135.0,14.0,9.0,80.0,107.5,89.25
4781,2011-01-31,9881,216418,98.325,98.325,0,1,138,65.76389918586939,85.0,80.0,69.0,47.0,85.0,82.5,93.25
4759,2011-01-31,9880,216418,70.5375,86.925,0,0,139,45.878055121729744,138.0,85.0,73.0,29.0,138.0,111.5,109.5
4544,2011-01-31,9770,216418,69.1125,82.65,0,0,26,33.549737390492105,139.0,138.0,135.0,264.0,139.0,138.5,110.5
4741,2011-01-31,9879,216418,70.5375,86.925,0,1,66,37.76981050979769,26.0,139.0,80.0,170.0,26.0,82.5,97.0
4699,2011-01-31,9872,216418,70.5375,84.075,0,1,117,54.55350796070519,66.0,26.0,85.0,143.0,66.0,46.0,92.25
4672,2011-01-31,9845,216418,98.325,106.1625,0,1,251,118.25494084386892,117.0,66.0,138.0,80.0,117.0,91.5,87.0
4653,2011-01-31,9809,216418,98.325,98.325,0,0,65,60.820032055466704,251.0,117.0,139.0,47.0,251.0,184.0,115.0
4634,2011-01-31,9837,216418,98.325,97.6125,0,1,36,51.36374895222666,65.0,251.0,26.0,108.0,65.0,158.0,124.75
4606,2011-01-31,9823,216418,98.325,98.325,0,0,212,78.20049288057312,36.0,65.0,66.0,104.0,36.0,50.5,117.25
4585,2011-01-31,9813,216418,69.825,87.6375,0,0,30,36.55610884447787,212.0,36.0,117.0,111.0,212.0,124.0,141.0
4722,2011-01-31,9876,216418,69.1125,82.65,0,0,28,40.36172336238569,30.0,212.0,251.0,73.0,30.0,121.0,85.75
4163,2011-01-31,9432,216418,70.5375,82.65,0,0,74,33.973376422808286,28.0,30.0,65.0,53.0,28.0,29.0,76.5
3706,2011-01-31,8991,216418,69.825,84.075,0,0,89,45.17642066392317,74.0,28.0,36.0,106.0,74.0,51.0,86.0
4127,2011-01-31,9439,216418,69.825,84.075,0,0,26,31.15514449683536,89.0,74.0,212.0,14.0,89.0,81.5,55.25
3293,2011-01-31,8095,216418,98.325,98.325,0,0,95,81.7294635650552,26.0,89.0,30.0,69.0,26.0,57.5,54.25
3318,2011-01-31,8094,216418,69.825,87.6375,0,1,104,41.824951684009676,95.0,26.0,28.0,73.0,95.0,60.5,71.0
3344,2011-01-31,8063,216418,69.825,82.65,0,0,49,34.72184306183497,104.0,95.0,74.0,135.0,104.0,99.5,78.5
3369,2011-01-31,8023,216418,98.325,88.35,0,1,227,108.57915569600668,49.0,104.0,89.0,80.0,49.0,76.5,68.5
3396,2011-01-31,8058,216418,98.325,98.325,0,0,80,52.747142083953975,227.0,49.0,26.0,85.0,227.0,138.0,118.75
3419,2011-01-31,8222,216418,97.6125,97.6125,0,0,110,84.39157377436744,80.0,227.0,95.0,138.0,80.0,153.5,115.0
3444,2011-01-31,8121,216418,70.5375,84.075,0,0,53,35.49622990422649,110.0,80.0,104.0,139.0,110.0,95.0,116.5
3466,2011-01-31,8218,216418,69.825,82.65,0,1,70,29.236945124656536,53.0,110.0,49.0,26.0,53.0,81.5,117.5
3549,2011-01-31,8398,216418,98.325,98.325,0,1,101,60.53535694518055,70.0,53.0,227.0,66.0,70.0,61.5,78.25
3571,2011-01-31,8400,216418,99.0375,99.0375,0,0,24,51.212341683577264,101.0,70.0,80.0,117.0,101.0,85.5,83.5
3590,2011-01-31,8422,216418,71.25,84.075,0,0,69,43.52645480823405,24.0,101.0,110.0,251.0,24.0,62.5,62.0
3612,2011-01-31,8438,216418,69.825,86.925,0,1,186,51.64836111526701,69.0,24.0,53.0,65.0,69.0,46.5,66.0
3636,2011-01-31,8555,216418,70.5375,85.5,0,0,64,26.762239973708073,186.0,69.0,70.0,36.0,186.0,127.5,95.0
3656,2011-01-31,8562,216418,98.325,98.325,0,0,92,65.80678095078778,64.0,186.0,101.0,212.0,64.0,125.0,85.75
3683,2011-01-31,8869,216418,98.325,98.325,0,0,98,74.85135713877665,92.0,64.0,24.0,30.0,92.0,78.0,102.75
3277,2011-01-31,8091,216418,96.9,96.9,0,0,10,32.822095820490354,98.0,92.0,69.0,28.0,98.0,95.0,110.0
3731,2011-01-31,8911,216418,69.825,83.3625,0,0,59,32.514953462734084,10.0,98.0,186.0,74.0,10.0,54.0,66.0
4105,2011-01-31,9430,216418,99.0375,99.0375,0,0,43,49.08922354915627,59.0,10.0,64.0,89.0,59.0,34.5,64.75
4087,2011-01-31,9442,216418,99.0375,99.0375,0,0,54,43.28977931921328,43.0,59.0,92.0,26.0,43.0,51.0,52.5
4068,2011-01-31,9371,216418,98.325,111.8625,0,1,98,43.33611416130314,54.0,43.0,98.0,95.0,54.0,48.5,41.5
4045,2011-01-31,9328,216418,70.5375,87.6375,0,1,76,34.08485398858527,98.0,54.0,10.0,104.0,98.0,76.0,63.5
4023,2011-01-31,9281,216418,69.825,86.925,0,1,59,32.66429116188589,76.0,98.0,59.0,49.0,76.0,87.0,67.75
4001,2011-01-31,9279,216418,70.5375,78.375,0,1,102,41.140205384772855,59.0,76.0,43.0,227.0,59.0,67.5,71.75
3978,2011-01-31,9273,216418,69.1125,66.2625,0,1,82,44.0638098768896,102.0,59.0,54.0,80.0,102.0,80.5,83.75
4143,2011-01-31,9425,216418,71.25,71.25,0,0,37,29.36884909708633,82.0,102.0,98.0,110.0,82.0,92.0,79.75
3934,2011-01-31,9221,216418,70.5375,86.2125,0,1,66,34.14314893234168,37.0,82.0,76.0,53.0,37.0,59.5,70.0
3872,2011-01-31,9164,216418,98.325,98.325,0,0,89,58.0993909465161,66.0,37.0,59.0,70.0,66.0,51.5,71.75
3849,2011-01-31,9147,216418,98.325,98.325,0,0,86,60.86912367149599,89.0,66.0,102.0,101.0,89.0,77.5,68.5
3803,2011-01-31,9112,216418,98.325,98.325,0,1,204,93.19892106185144,86.0,89.0,82.0,24.0,86.0,87.5,69.5
3782,2011-01-31,9092,216418,70.5375,84.075,0,1,63,35.63969008733072,204.0,86.0,37.0,69.0,204.0,145.0,111.25
3761,2011-01-31,9043,216418,97.6125,97.6125,0,0,60,43.34529687636812,63.0,204.0,66.0,186.0,63.0,133.5,110.5
3952,2011-01-31,9250,216418,99.0375,99.0375,0,1,209,71.8170329798352,60.0,63.0,89.0,64.0,60.0,61.5,103.25
6103,2011-02-07,9700,216418,99.0375,99.0375,0,0,13,20.285213833785264,209.0,60.0,86.0,92.0,209.0,134.5,134.0
6084,2011-02-07,9680,216418,84.075,84.075,0,1,58,31.286028507270373,13.0,209.0,204.0,98.0,13.0,111.0,86.25
6064,2011-02-07,9632,216418,82.65,82.65,0,0,20,32.84276452816815,58.0,13.0,63.0,10.0,58.0,35.5,85.0
6036,2011-02-07,9613,216418,98.325,112.575,0,1,374,83.27060874374513,20.0,58.0,60.0,59.0,20.0,39.0,75.0
6011,2011-02-07,9611,216418,98.325,98.325,0,0,200,79.56967794649705,374.0,20.0,209.0,43.0,374.0,197.0,116.25
5991,2011-02-07,9672,216418,98.325,98.325,0,0,82,61.173668956708575,200.0,374.0,13.0,54.0,200.0,287.0,163.0
5928,2011-02-07,9498,216418,87.6375,84.075,0,1,71,49.99685050608764,82.0,200.0,58.0,98.0,82.0,141.0,169.0
5949,2011-02-07,9532,216418,86.2125,86.2125,0,0,16,44.205857630835375,71.0,82.0,20.0,76.0,71.0,76.5,181.75
6116,2011-02-07,9713,216418,98.325,112.575,0,1,147,57.06663825362528,16.0,71.0,374.0,59.0,16.0,43.5,92.25
5907,2011-02-07,9490,216418,87.6375,88.35,0,1,87,35.46659758692707,147.0,16.0,200.0,102.0,147.0,81.5,79.0
5883,2011-02-07,9481,216418,98.325,98.325,0,1,110,89.48945843039279,87.0,147.0,82.0,82.0,87.0,117.0,80.25
5861,2011-02-07,9479,216418,87.6375,87.6375,0,1,101,40.71132100598713,110.0,87.0,71.0,37.0,110.0,98.5,90.0
5841,2011-02-07,9456,216418,82.65,84.075,0,1,79,33.974717686209225,101.0,110.0,16.0,66.0,101.0,105.5,111.25
5971,2011-02-07,9578,216418,99.0375,98.325,0,1,119,43.861394470249195,79.0,101.0,147.0,89.0,79.0,90.0,94.25
6138,2011-02-07,9731,216418,99.0375,99.0375,0,0,44,42.52807421788554,119.0,79.0,87.0,86.0,119.0,99.0,102.25
6223,2011-02-07,9813,216418,84.7875,84.7875,0,0,24,36.55610884447787,44.0,119.0,110.0,204.0,44.0,81.5,85.75
6181,2011-02-07,9770,216418,84.075,84.075,0,0,28,33.549737390492105,24.0,44.0,101.0,63.0,24.0,34.0,66.5
5822,2011-02-07,9436,216418,86.925,85.5,0,1,28,31.535345423314673,28.0,24.0,79.0,60.0,28.0,26.0,53.75
6504,2011-02-07,9961,216418,98.325,99.0375,0,1,146,70.75697612202362,28.0,28.0,119.0,209.0,28.0,28.0,31.0
6462,2011-02-07,9909,216418,99.0375,89.0625,0,1,120,66.38971675222086,146.0,28.0,44.0,13.0,146.0,87.0,56.5
6444,2011-02-07,9890,216418,99.0375,99.0375,0,1,97,59.5497777680628,120.0,146.0,24.0,58.0,120.0,133.0,80.5
6420,2011-02-07,9881,216418,98.325,98.325,0,1,170,65.76389918586939,97.0,120.0,28.0,20.0,97.0,108.5,97.75
